name,age,lifestyle,zip code,family status,car,sports,earnings,label,Living area
cTarFqcx,57.0,healthy,58945.0,single,expensive,athletics,71778.0,response,urban
cTyA9fon,55.0,active,15128.0,single,expensive,badminton,35885.0,no response,rural
4mrwzBhC,55.0,cozily,76270.0,single,expensive,athletics,148248.0,response,urban
1umB7Iek,59.0,active,47091.0,single,practical,badminton,83532.0,response,urban
E0Lno6HK,66.0,healthy,57007.0,single,practical,athletics,107688.0,response,urban
9sPiF2GK,40.0,healthy,57993.0,single,expensive,,22439.0,no response,urban
BEMsgR24,64.0,cozily,14903.0,single,expensive,soccer,106758.0,response,rural
IJLsbvQg,66.0,cozily,69624.0,single,expensive,athletics,67336.0,response,urban
F5FgAxcr,44.0,active,76541.0,single,practical,badminton,115065.0,no response,urban
Uwc1Ik1l,22.0,active,45786.0,married,practical,,108194.0,no response,rural
4yaXqbEE,36.0,cozily,59601.0,married,practical,,27679.0,no response,urban
pGMWaqYK,26.0,healthy,84462.0,married,practical,badminton,133122.0,no response,urban
ZyPNEC4Q,62.0,cozily,90350.0,single,expensive,,109230.0,response,urban
UmUCYsB5,23.0,active,25942.0,single,expensive,athletics,98774.0,no response,rural
msGEGJ5F,51.0,cozily,25183.0,single,practical,badminton,20401.0,no response,urban
7XEUBmC7,68.0,cozily,12428.0,single,practical,athletics,93632.0,response,rural
TQ4J2Vvm,41.0,cozily,97632.0,married,expensive,,123926.0,no response,urban
cacL2EYl,44.0,active,47535.0,married,practical,athletics,26794.0,no response,urban
InylL8Ym,60.0,active,97984.0,married,practical,badminton,66002.0,response,urban
3X1GwDVq,43.0,cozily,24876.0,single,practical,,131627.0,no response,urban
cLCgkcPw,21.0,cozily,83241.0,single,expensive,athletics,101650.0,no response,urban
KMEK94pP,39.0,active,87468.0,single,expensive,,136612.0,no response,urban
bw9r6BKF,19.0,healthy,81150.0,married,practical,athletics,144632.0,response,urban
GIk2YkEf,44.0,healthy,29843.0,married,expensive,soccer,38089.0,no response,urban
POvl7EK3,26.0,healthy,48836.0,single,expensive,badminton,36603.0,no response,urban
eSWmV6DA,68.0,cozily,50921.0,married,practical,badminton,95063.0,response,rural
FoO2AstX,40.0,active,61474.0,single,practical,,125228.0,no response,rural
AJfDHayv,64.0,healthy,63104.0,married,expensive,,40519.0,response,urban
WVhSdsjr,34.0,active,94095.0,single,practical,soccer,35907.0,no response,rural
GR5fAupE,56.0,healthy,95665.0,married,practical,,114802.0,response,urban
YY9skY7s,32.0,cozily,77791.0,single,expensive,,85683.0,no response,urban
tghtwN8N,54.0,cozily,75779.0,single,expensive,athletics,124510.0,no response,urban
Hnowse50,23.0,healthy,69254.0,single,expensive,soccer,143949.0,response,rural
JaeyVg5w,16.0,active,55104.0,single,practical,,128028.0,no response,urban
PmEfBuhk,64.0,healthy,60099.0,single,expensive,badminton,30487.0,response,urban
PTIA8LbG,16.0,cozily,42210.0,married,expensive,,139813.0,no response,rural
wAhfq0D8,35.0,cozily,31394.0,married,practical,badminton,47591.0,no response,urban
BPupJFkf,53.0,cozily,40391.0,married,practical,athletics,58076.0,response,urban
F3OgY25Y,44.0,active,54987.0,married,expensive,soccer,94220.0,no response,urban
5n0LvRHW,16.0,cozily,74862.0,single,practical,badminton,34022.0,no response,rural
ibawW8hJ,64.0,healthy,62517.0,married,practical,soccer,148801.0,response,rural
0pkDHCyD,34.0,active,22587.0,married,practical,badminton,62640.0,no response,urban
qYzjSWh4,26.0,healthy,87573.0,married,practical,soccer,59402.0,no response,rural
oLMwDO4A,36.0,active,64858.0,single,practical,athletics,38878.0,no response,rural
zkulz2k0,53.0,active,83855.0,single,expensive,badminton,60987.0,no response,rural
I0peI4AJ,57.0,cozily,58325.0,married,expensive,badminton,92489.0,response,rural
hyK9W7gm,43.0,cozily,85310.0,single,expensive,athletics,76131.0,no response,rural
2LfcPnmI,65.0,healthy,92907.0,married,practical,athletics,111699.0,response,rural
qe7UYTNk,21.0,cozily,86867.0,married,expensive,badminton,25683.0,no response,urban
4ngm211L,38.0,active,46213.0,single,practical,soccer,121839.0,no response,urban
tkTrs5Za,35.0,cozily,56822.0,married,practical,athletics,114307.0,no response,rural
Cg1Zykpm,48.0,cozily,81564.0,married,practical,soccer,29080.0,no response,urban
vOVaQe4i,15.0,active,46770.0,single,expensive,badminton,88798.0,no response,urban
w9Ax59hh,34.0,active,98791.0,single,expensive,athletics,98443.0,no response,urban
gY8fveSZ,65.0,healthy,60811.0,single,expensive,soccer,125593.0,response,urban
K3KZr7rW,27.0,cozily,90600.0,single,practical,,70973.0,no response,rural
oFEEEb7o,48.0,active,30175.0,married,practical,athletics,49111.0,no response,urban
aISf3ypo,32.0,cozily,98225.0,single,expensive,soccer,98623.0,no response,urban
nDamjzyL,28.0,healthy,93908.0,married,expensive,soccer,120164.0,no response,urban
mxaDZsQq,67.0,healthy,80398.0,single,practical,soccer,70512.0,no response,rural
YmGdxBvz,37.0,cozily,34417.0,married,expensive,soccer,71792.0,no response,urban
H9DCKIRN,63.0,healthy,62746.0,married,practical,,135936.0,response,urban
VNvDP0Ax,38.0,active,56402.0,single,expensive,soccer,84244.0,no response,rural
xc8xg2Qg,56.0,cozily,46471.0,married,expensive,athletics,113948.0,response,urban
AKkgZADo,64.0,active,88908.0,married,expensive,athletics,147235.0,response,rural
W1MHESjL,56.0,cozily,85060.0,married,expensive,soccer,137738.0,response,urban
XZ3QwWiO,43.0,healthy,31038.0,single,expensive,badminton,95703.0,no response,urban
hnSxLoyu,36.0,active,19577.0,single,expensive,badminton,122082.0,no response,urban
3bLHzbBp,22.0,healthy,28666.0,married,practical,athletics,52754.0,response,urban
kp7zYGfk,18.0,cozily,84056.0,single,practical,badminton,114038.0,no response,urban
aqq3FPnH,23.0,healthy,95396.0,married,expensive,athletics,31889.0,no response,rural
9I0FfuRd,16.0,healthy,62501.0,married,practical,,130402.0,no response,urban
fFpKSmoN,40.0,cozily,34689.0,single,practical,soccer,126762.0,no response,urban
fWvLf48h,58.0,cozily,37576.0,single,practical,badminton,104120.0,no response,urban
657G9im5,47.0,healthy,15674.0,married,practical,badminton,46284.0,no response,urban
I39gnXwZ,32.0,active,51492.0,single,expensive,badminton,77499.0,no response,rural
vIaERG4z,66.0,active,30912.0,married,expensive,badminton,90786.0,response,rural
hI8xR9dr,35.0,healthy,89863.0,single,expensive,soccer,57210.0,no response,urban
FLAwL6pO,66.0,active,74277.0,single,expensive,,58113.0,response,rural
GTRYSzId,60.0,active,17814.0,single,expensive,athletics,137833.0,response,rural
WKHaqKbn,36.0,cozily,76877.0,married,practical,badminton,34547.0,no response,urban
eESUGnmV,25.0,healthy,44500.0,married,expensive,soccer,67804.0,no response,rural
WYokkkwL,52.0,healthy,94203.0,married,practical,athletics,94222.0,no response,urban
3F9dPh9q,21.0,healthy,55488.0,single,expensive,athletics,42740.0,no response,urban
x8Gt6ytC,62.0,healthy,36958.0,single,expensive,soccer,86920.0,response,urban
o6Wp3zeV,53.0,cozily,28206.0,married,expensive,badminton,48945.0,no response,urban
uGfd0jwE,54.0,active,74080.0,single,expensive,badminton,61027.0,no response,rural
0xgrpne7,35.0,healthy,11066.0,married,expensive,soccer,144599.0,response,urban
ZN6jPY4s,61.0,active,29484.0,married,practical,badminton,37996.0,response,rural
K7TTBNTF,36.0,healthy,87597.0,single,expensive,,131100.0,no response,urban
obTUZvwZ,69.0,active,10537.0,married,practical,athletics,45127.0,response,urban
03houfS8,56.0,active,31429.0,single,expensive,,60227.0,no response,urban
o1SIbrKy,38.0,healthy,70872.0,single,practical,,59084.0,no response,rural
tSaKVi8c,69.0,cozily,69598.0,single,practical,soccer,39900.0,response,rural
B0Iu3bWX,30.0,healthy,67597.0,single,expensive,badminton,67006.0,no response,urban
00zg5OZ8,52.0,active,90747.0,married,expensive,athletics,44585.0,no response,urban
U7sWEl8N,20.0,active,85252.0,married,expensive,athletics,116525.0,no response,urban
jlr77GBb,46.0,healthy,57513.0,married,practical,badminton,45362.0,no response,urban
VKNXKr4M,69.0,cozily,94515.0,single,expensive,athletics,92706.0,response,urban
r2qmFzBS,48.0,active,13838.0,single,expensive,badminton,91107.0,response,urban
iZhnE3UU,51.0,active,53086.0,married,expensive,athletics,115946.0,no response,urban
ZpC4cqLx,51.0,active,36847.0,married,expensive,soccer,89436.0,no response,rural
Qj2Rp3qG,61.0,active,37328.0,married,expensive,,117047.0,response,urban
13U2ti0w,59.0,cozily,97791.0,married,practical,athletics,129664.0,no response,rural
5L5reqmd,51.0,healthy,12615.0,single,expensive,soccer,66129.0,response,urban
ilMckMXc,16.0,cozily,23374.0,married,expensive,badminton,103620.0,no response,rural
zSYBT6v3,68.0,healthy,25536.0,single,practical,badminton,134957.0,no response,rural
JXuU834o,40.0,healthy,21882.0,married,expensive,athletics,39027.0,no response,urban
tD4mgCN8,16.0,active,23742.0,single,expensive,badminton,54031.0,no response,rural
R8tzzxOD,28.0,cozily,26179.0,single,practical,,118588.0,no response,rural
lokjy5Z2,37.0,cozily,75051.0,married,practical,soccer,93199.0,no response,urban
s2iKwwaF,52.0,healthy,46322.0,married,practical,badminton,116681.0,no response,rural
FTKTkt5N,28.0,healthy,51025.0,married,practical,soccer,106915.0,no response,urban
ht9vpdyG,57.0,active,72149.0,married,expensive,athletics,130465.0,response,rural
EGs0Vxll,32.0,active,48628.0,married,practical,soccer,34036.0,no response,urban
mW54MfTt,66.0,active,97318.0,single,practical,,93057.0,response,urban
N5J40jRJ,17.0,cozily,34785.0,single,expensive,soccer,47384.0,no response,rural
jmYFOY7a,33.0,healthy,76767.0,single,expensive,badminton,93164.0,no response,urban
dbgAhYNx,60.0,healthy,92280.0,married,expensive,badminton,131805.0,response,rural
MaiWSPAP,15.0,cozily,73426.0,single,expensive,athletics,129111.0,no response,rural
Uc9dpgWK,53.0,healthy,75376.0,single,practical,,56835.0,no response,urban
bjDvo0sg,55.0,active,51708.0,single,practical,athletics,109252.0,no response,urban
9KHBqzdv,61.0,active,40045.0,single,expensive,soccer,134342.0,response,rural
ksx6KXTa,53.0,cozily,95317.0,single,expensive,soccer,96141.0,no response,rural
dJfXR1Nz,69.0,healthy,86864.0,married,practical,badminton,29711.0,response,urban
UwGYF5t2,39.0,cozily,94244.0,married,expensive,athletics,130366.0,no response,urban
ojZZyrDm,23.0,cozily,39294.0,single,practical,badminton,52358.0,no response,urban
ptN07ZYf,31.0,active,74359.0,married,expensive,badminton,137099.0,no response,urban
8XQnbI4n,69.0,active,89045.0,married,expensive,athletics,62187.0,response,urban
66Yg4I6f,61.0,active,57783.0,single,practical,soccer,120608.0,response,urban
km6bFTKD,53.0,active,64585.0,married,practical,soccer,111498.0,no response,urban
b52mY9eX,31.0,healthy,16045.0,single,expensive,badminton,126280.0,no response,urban
3gbyvJTu,35.0,healthy,34797.0,single,expensive,athletics,85338.0,no response,urban
YIZ1tXpg,63.0,cozily,51617.0,married,practical,,64047.0,response,urban
vP15bR51,42.0,cozily,79199.0,single,expensive,athletics,112598.0,no response,urban
idiJJWGN,47.0,cozily,21980.0,married,practical,athletics,99008.0,no response,urban
2AWNR6YB,20.0,active,55199.0,single,expensive,soccer,106445.0,response,rural
2fkcnKBv,69.0,cozily,80240.0,married,expensive,soccer,58668.0,response,urban
mH6mpGqx,44.0,active,10638.0,married,expensive,badminton,51854.0,response,urban
exuxsnKy,61.0,cozily,95659.0,single,expensive,athletics,148262.0,response,rural
sYXHzoGf,36.0,active,20465.0,married,expensive,badminton,72395.0,no response,urban
ifnrh5NI,56.0,cozily,58423.0,married,expensive,,92386.0,response,rural
qDRDU0uP,40.0,active,12557.0,single,practical,soccer,97291.0,response,urban
mi2UanRK,52.0,healthy,67412.0,single,practical,badminton,52130.0,no response,urban
AP5dn6mv,46.0,active,40350.0,single,expensive,,56445.0,no response,urban
ccdx178B,64.0,active,58076.0,married,practical,badminton,140784.0,response,urban
FMu44Ca7,67.0,cozily,84567.0,single,practical,badminton,80119.0,response,rural
SrHWWP6O,58.0,active,92910.0,single,practical,soccer,49212.0,response,urban
ehmlNcxb,15.0,cozily,80905.0,married,practical,athletics,125241.0,no response,urban
Ni7vnEaE,18.0,healthy,54672.0,single,practical,athletics,69185.0,no response,rural
Bn8ycprN,56.0,active,47218.0,single,expensive,athletics,117982.0,response,urban
69hXSkbY,34.0,healthy,82113.0,single,practical,badminton,121761.0,no response,rural
hnFXzbKW,56.0,healthy,82460.0,single,expensive,,123748.0,response,rural
AoV5Mmu0,69.0,cozily,10868.0,single,expensive,badminton,74127.0,response,urban
aRcQGnq8,30.0,healthy,95129.0,single,expensive,badminton,124822.0,no response,urban
bEVyTXyo,47.0,active,20621.0,married,practical,soccer,107680.0,no response,urban
vwY7xnb2,28.0,cozily,40413.0,single,expensive,,44585.0,no response,urban
1iAXxnmR,30.0,active,62661.0,single,expensive,athletics,58465.0,no response,urban
ETbybhKh,54.0,cozily,81592.0,married,practical,badminton,66223.0,no response,rural
FiuBlPpW,63.0,healthy,60456.0,single,practical,badminton,128323.0,no response,rural
5NmwGr2J,59.0,active,94937.0,single,practical,soccer,71509.0,response,urban
cLORIB3G,35.0,healthy,14058.0,married,expensive,soccer,112424.0,response,urban
ZsU7jqyZ,27.0,cozily,58605.0,single,practical,badminton,83179.0,no response,rural
TkI7Dnwg,46.0,healthy,21028.0,single,practical,soccer,51439.0,no response,rural
ywyDG7RP,46.0,cozily,81383.0,single,expensive,soccer,109471.0,no response,urban
tiUtN4VI,39.0,active,37178.0,married,practical,soccer,20246.0,no response,rural
dhId6rJb,38.0,active,23924.0,single,expensive,soccer,93502.0,no response,rural
n1OD4cKs,42.0,cozily,20975.0,married,expensive,badminton,145592.0,response,urban
tZbHC7cD,33.0,cozily,94591.0,married,expensive,athletics,96134.0,no response,rural
4wnkxwHP,22.0,cozily,11400.0,single,practical,badminton,115702.0,response,urban
C4RuSslp,19.0,active,50847.0,married,expensive,badminton,121208.0,no response,urban
QGJkUorj,23.0,cozily,24775.0,single,practical,badminton,51236.0,no response,urban
csSZs9RT,68.0,cozily,81986.0,single,expensive,athletics,47718.0,response,urban
yWBhoDz6,68.0,cozily,57424.0,married,expensive,athletics,93512.0,response,rural
odHyV48N,58.0,cozily,56017.0,single,expensive,athletics,101940.0,response,rural
dIUB5OMP,51.0,cozily,31935.0,single,practical,soccer,40820.0,no response,urban
sLfkYL6r,20.0,active,60346.0,single,practical,soccer,44022.0,response,urban
UpEmBE7j,25.0,healthy,37950.0,single,practical,soccer,40050.0,no response,urban
DtzwqD6d,21.0,healthy,60064.0,married,practical,soccer,149489.0,response,rural
vIGbhfyM,50.0,healthy,38025.0,married,expensive,badminton,54990.0,no response,rural
2ChGc0FB,16.0,active,16678.0,married,practical,soccer,128946.0,no response,rural
PR7pDdIi,21.0,cozily,94385.0,single,practical,soccer,104912.0,no response,urban
IbZLvZFn,19.0,cozily,75617.0,single,practical,badminton,27405.0,no response,rural
yUNUIWcF,33.0,healthy,44091.0,single,expensive,,86166.0,no response,urban
GWTR8iLB,45.0,cozily,36762.0,single,expensive,badminton,47121.0,no response,rural
B1auY6ss,47.0,cozily,24228.0,married,practical,,46218.0,no response,rural
hkb0NReh,53.0,cozily,92362.0,married,practical,,91503.0,no response,urban
0HDGg2rL,69.0,healthy,28455.0,single,practical,athletics,101215.0,response,urban
wSfApqYK,45.0,healthy,72414.0,single,expensive,soccer,59277.0,no response,urban
AsYZYBxn,22.0,cozily,82704.0,single,practical,athletics,128311.0,no response,urban
LLUOf3v8,38.0,cozily,99979.0,married,practical,athletics,144928.0,response,urban
1nR3wovU,40.0,healthy,19243.0,married,practical,athletics,45935.0,no response,urban
ep5t4ZMe,62.0,cozily,94431.0,single,practical,badminton,57791.0,response,rural
NncAyog5,23.0,active,52430.0,single,practical,athletics,132798.0,no response,urban
3xxnuv65,37.0,cozily,51223.0,married,practical,athletics,110003.0,no response,urban
zZR2k3sO,48.0,active,96857.0,single,expensive,soccer,98624.0,no response,urban
N7FwQSYb,53.0,cozily,27975.0,single,practical,soccer,33586.0,no response,urban
dupYOW5T,48.0,active,90669.0,married,practical,athletics,72551.0,response,rural
bV6ohbO0,25.0,cozily,72060.0,single,practical,athletics,73439.0,no response,urban
BFKix13f,28.0,active,68511.0,married,practical,,81938.0,no response,urban
RLtz7EK1,16.0,cozily,22873.0,single,expensive,athletics,80427.0,no response,urban
TxC94xgH,24.0,active,98589.0,single,practical,athletics,124473.0,no response,rural
wBaxHaFy,47.0,active,45279.0,single,expensive,soccer,42766.0,no response,rural
FHqUHtnX,49.0,healthy,88248.0,single,practical,badminton,68156.0,no response,urban
xSSYDqZi,35.0,cozily,93510.0,married,practical,athletics,33025.0,no response,urban
EG7cHIc8,59.0,healthy,67336.0,married,practical,,105107.0,response,urban
vEZYCQNY,64.0,active,48163.0,married,expensive,,55672.0,response,rural
27lTB0eV,37.0,healthy,68058.0,married,expensive,badminton,84889.0,no response,rural
qjvBtd2m,20.0,cozily,31387.0,single,practical,soccer,107229.0,no response,urban
kfRqntal,61.0,cozily,46395.0,single,expensive,athletics,49715.0,response,rural
j45CGATB,44.0,active,37538.0,married,expensive,,122019.0,no response,urban
UTrKcQMj,17.0,cozily,63717.0,married,expensive,soccer,111992.0,no response,urban
UMZEHN5R,49.0,active,63163.0,married,expensive,athletics,139218.0,no response,rural
XIwCimbV,67.0,active,52916.0,single,expensive,badminton,48678.0,response,rural
CaagqTmb,50.0,cozily,25357.0,single,practical,badminton,76979.0,response,rural
LGQ9Yppo,32.0,active,54693.0,married,practical,badminton,70025.0,no response,urban
ETk5dSh8,44.0,healthy,45342.0,married,expensive,athletics,54581.0,no response,urban
XJm3jPGQ,33.0,healthy,60790.0,single,expensive,badminton,23116.0,no response,rural
sCp1dW7U,28.0,active,35413.0,single,practical,athletics,27399.0,no response,urban
vkVkRw70,24.0,active,87683.0,single,practical,soccer,112292.0,no response,urban
s6GyVFUI,33.0,cozily,76937.0,single,expensive,athletics,55905.0,no response,urban
SBy1W0M8,44.0,cozily,34989.0,married,expensive,athletics,94919.0,no response,rural
BriUf4ah,27.0,active,38590.0,married,practical,athletics,99775.0,no response,rural
pUf5F6Bp,48.0,active,87413.0,married,practical,badminton,46912.0,no response,rural
6sOafg0t,51.0,active,53314.0,single,practical,badminton,50506.0,no response,urban
qWjUY78v,60.0,cozily,79803.0,married,expensive,badminton,105082.0,response,urban
rqnc3Dja,20.0,cozily,37427.0,married,practical,badminton,117804.0,no response,rural
5Owgb6vu,61.0,cozily,12902.0,single,practical,badminton,54608.0,no response,rural
3X36AESK,41.0,cozily,75454.0,single,expensive,,87410.0,no response,rural
Pg3IvH5R,55.0,cozily,79633.0,single,practical,badminton,110075.0,no response,urban
Ib2FTYNY,29.0,healthy,40621.0,single,practical,,23467.0,no response,rural
MNT2P63w,36.0,cozily,58859.0,married,expensive,soccer,63386.0,no response,rural
EQpDwko0,49.0,healthy,95519.0,single,expensive,athletics,104630.0,no response,urban
fX1VqwuB,17.0,healthy,16695.0,married,expensive,athletics,80651.0,no response,rural
enNohcUb,24.0,healthy,27336.0,married,expensive,athletics,44193.0,no response,urban
ecEhJc6d,27.0,healthy,79891.0,single,expensive,athletics,112250.0,no response,rural
upsTMNHN,69.0,healthy,99761.0,single,expensive,badminton,39624.0,no response,urban
jeNg147j,22.0,healthy,48519.0,married,expensive,soccer,62513.0,no response,rural
lV1tSG9z,63.0,active,33111.0,single,expensive,soccer,40414.0,response,rural
yFQAXBiP,51.0,healthy,99881.0,married,practical,badminton,139630.0,no response,urban
37jmp28p,22.0,healthy,29587.0,married,practical,badminton,49573.0,no response,rural
g7lD1s5S,32.0,cozily,65248.0,married,expensive,,53459.0,no response,urban
wRApSE0P,25.0,healthy,79095.0,married,practical,athletics,133047.0,no response,urban
ScjTwrkv,63.0,cozily,16652.0,single,practical,,64003.0,response,urban
RaIe6xWt,32.0,healthy,72237.0,married,practical,athletics,42548.0,no response,urban
5bmwwplL,48.0,healthy,43145.0,single,practical,soccer,138100.0,no response,rural
r11RBgY5,69.0,active,73022.0,married,practical,,67750.0,response,rural
9qasMRUp,46.0,cozily,58369.0,married,expensive,soccer,79170.0,no response,urban
qjDNTcIU,24.0,cozily,96396.0,single,practical,badminton,51923.0,no response,urban
hVL58NvN,49.0,cozily,27500.0,married,expensive,soccer,47253.0,no response,urban
M23gC0VC,18.0,cozily,79031.0,single,expensive,badminton,131813.0,no response,rural
ZixId6zf,25.0,active,42040.0,married,expensive,badminton,105192.0,no response,urban
sFSidvXO,15.0,healthy,52347.0,single,expensive,soccer,144915.0,response,rural
gFnk7HCD,57.0,cozily,42048.0,married,expensive,soccer,130088.0,no response,rural
H6MR7cX4,67.0,healthy,41237.0,married,practical,badminton,133188.0,response,rural
TR0dsEkx,52.0,active,74842.0,married,expensive,badminton,88225.0,no response,rural
ig8dnXwr,15.0,active,40729.0,single,practical,badminton,82969.0,no response,rural
w0GZ2NnL,26.0,cozily,16516.0,single,practical,badminton,60145.0,response,rural
7ekcEWQP,47.0,active,46993.0,married,practical,athletics,65559.0,no response,rural
85z1qDHq,49.0,healthy,41843.0,married,expensive,,147869.0,response,urban
STMmLpFE,48.0,healthy,54984.0,single,expensive,badminton,104811.0,no response,urban
Kfn7Xqft,43.0,healthy,91702.0,single,expensive,soccer,43524.0,no response,urban
kA90qas9,17.0,active,87987.0,single,practical,badminton,24595.0,no response,urban
GitIfrZL,39.0,active,66086.0,single,expensive,,117664.0,no response,urban
FwRVOyPz,69.0,cozily,30588.0,single,expensive,soccer,126544.0,response,urban
pMy6iyn8,34.0,cozily,99647.0,single,expensive,badminton,86344.0,no response,rural
ffxTp3HQ,29.0,active,27865.0,single,practical,athletics,135498.0,response,rural
M0JtHygF,26.0,active,73461.0,married,expensive,,111281.0,no response,urban
WNcSSanu,22.0,cozily,88893.0,single,practical,soccer,122284.0,no response,urban
IrtyTRyX,58.0,cozily,84784.0,single,practical,badminton,24705.0,response,urban
paqQzKGg,58.0,active,38685.0,single,practical,badminton,120646.0,response,urban
t8UKrNx4,17.0,cozily,94427.0,married,expensive,athletics,34493.0,no response,urban
ZHpeor3B,28.0,healthy,60323.0,married,practical,athletics,21179.0,response,urban
DrVhQ9aZ,20.0,active,71463.0,married,practical,athletics,23006.0,no response,rural
34UDY7tV,69.0,healthy,41310.0,single,expensive,soccer,149630.0,response,urban
VziC5z7X,27.0,active,39893.0,single,practical,soccer,58399.0,no response,urban
PjWQnGPo,37.0,cozily,52887.0,single,practical,soccer,78968.0,no response,rural
kUDZLfbo,51.0,healthy,83444.0,married,expensive,badminton,119610.0,no response,urban
VZPVUpiP,66.0,active,12571.0,single,expensive,soccer,149728.0,response,rural
1LHzBSVu,20.0,cozily,79390.0,married,practical,athletics,52429.0,no response,urban
aAqDpo1a,66.0,cozily,29496.0,single,expensive,badminton,37254.0,no response,rural
psOt3QIH,21.0,cozily,33746.0,married,expensive,soccer,51014.0,no response,urban
OaF6rsEj,20.0,healthy,86704.0,married,expensive,badminton,147222.0,response,rural
q2iOLXce,43.0,active,12921.0,single,practical,soccer,98371.0,response,urban
YY46ZoGw,31.0,healthy,35783.0,single,expensive,,71203.0,response,urban
3dHaQnVe,65.0,active,60236.0,single,practical,soccer,119785.0,no response,rural
CcuNgDnP,49.0,active,30769.0,single,practical,badminton,69235.0,no response,rural
a5EHuSud,48.0,healthy,71537.0,single,practical,,26857.0,no response,urban
NdU7onbO,59.0,healthy,35812.0,married,expensive,soccer,119919.0,no response,rural
AsWGGTGX,48.0,healthy,99708.0,single,practical,badminton,50600.0,no response,urban
BdMorwR0,66.0,healthy,14946.0,married,expensive,athletics,80083.0,response,rural
NRWHqxL8,43.0,healthy,44770.0,married,practical,soccer,111834.0,no response,urban
XVWLkee8,38.0,healthy,10455.0,single,practical,badminton,100697.0,response,urban
jiAXDJcn,28.0,healthy,98197.0,single,practical,soccer,49986.0,no response,urban
2LTnVsAf,67.0,active,72103.0,single,practical,soccer,82165.0,response,urban
NhBJlrNE,21.0,active,33850.0,married,expensive,,119189.0,response,urban
Uqr3TvAI,66.0,cozily,65270.0,single,expensive,soccer,27227.0,response,rural
tuGHOhPT,34.0,active,64069.0,married,expensive,soccer,31478.0,no response,urban
tXmlctOs,20.0,active,90105.0,married,expensive,,69838.0,response,rural
976TVAOj,50.0,healthy,52971.0,single,expensive,athletics,24551.0,no response,urban
pB0snJmY,69.0,active,37692.0,single,practical,,28971.0,response,urban
9UpvkqHH,50.0,active,90026.0,married,practical,badminton,121907.0,no response,urban
wx4tndJl,41.0,active,57116.0,married,expensive,badminton,137233.0,no response,rural
XB6EXlpm,35.0,healthy,19504.0,married,practical,badminton,120260.0,no response,urban
dqqO3hWB,64.0,active,23873.0,single,expensive,athletics,46827.0,response,rural
un8Zrn48,33.0,active,42735.0,single,expensive,badminton,64863.0,no response,rural
VpdP0U3t,42.0,active,90972.0,married,expensive,athletics,80067.0,no response,urban
suJ4GZIz,42.0,cozily,53814.0,single,expensive,badminton,20043.0,no response,urban
yRtvltfs,24.0,healthy,66839.0,single,expensive,soccer,46179.0,no response,rural
kDY8ukEQ,54.0,active,13240.0,married,expensive,badminton,117372.0,response,urban
r4iVqk3M,67.0,active,38578.0,single,expensive,soccer,137070.0,response,urban
6cjfPodL,57.0,active,16935.0,married,expensive,soccer,98352.0,response,rural
PsGkqlRH,50.0,healthy,10938.0,married,practical,athletics,101523.0,response,rural
aqZcnm1J,54.0,healthy,80703.0,married,expensive,soccer,104329.0,no response,urban
3LxWvbPs,68.0,cozily,42144.0,married,practical,badminton,55103.0,response,urban
oiFO3mYv,28.0,cozily,68357.0,married,expensive,badminton,65519.0,no response,urban
Xxd6rgda,57.0,cozily,70923.0,married,practical,athletics,82866.0,response,rural
YGm2oBtu,23.0,healthy,44328.0,single,practical,badminton,125379.0,no response,urban
wX68YX8n,55.0,healthy,96254.0,single,practical,badminton,38288.0,no response,rural
XwyHpSqc,57.0,cozily,70974.0,single,expensive,athletics,69379.0,response,rural
qdgxUJ22,54.0,cozily,43486.0,single,expensive,,112589.0,no response,rural
byqtj6jp,58.0,healthy,57875.0,married,practical,soccer,88702.0,response,rural
rmH9WaL1,39.0,healthy,19807.0,married,expensive,soccer,56029.0,no response,urban
XspwJQY1,36.0,healthy,70947.0,single,practical,athletics,39665.0,no response,rural
5evZTR32,22.0,cozily,95728.0,single,expensive,badminton,87803.0,no response,urban
wBCFA02B,33.0,cozily,41458.0,single,expensive,badminton,45069.0,no response,rural
qGsljsLj,48.0,cozily,72615.0,single,practical,,22242.0,no response,rural
4TIU2U2t,19.0,active,21257.0,single,expensive,athletics,121401.0,no response,urban
PkpfL3T5,36.0,active,61911.0,married,practical,badminton,115759.0,no response,urban
RVaZzRO4,63.0,active,83325.0,single,expensive,athletics,46211.0,response,urban
rZr3iVyv,45.0,active,97093.0,married,expensive,athletics,95541.0,no response,urban
K240DQ0Y,47.0,active,26443.0,married,expensive,badminton,51531.0,no response,rural
VdG9CRqr,23.0,active,19786.0,married,expensive,athletics,60661.0,no response,urban
PFIMvXZJ,61.0,healthy,84443.0,married,practical,badminton,29069.0,response,urban
hveVSnM5,28.0,active,90222.0,single,practical,soccer,36161.0,no response,urban
6E5zxYca,53.0,active,30270.0,married,practical,athletics,110681.0,no response,urban
OgcL3cnb,18.0,healthy,67705.0,single,practical,athletics,113238.0,no response,urban
Y6QQrIEM,65.0,healthy,44692.0,single,practical,badminton,91874.0,no response,rural
QH4cOvGC,28.0,healthy,89648.0,single,practical,,49947.0,response,urban
YAbvWsH5,47.0,healthy,58024.0,married,practical,badminton,72218.0,no response,urban
eFBYt3fv,38.0,active,66000.0,single,expensive,soccer,107574.0,no response,urban
GftA7VyV,15.0,active,62501.0,married,practical,athletics,68594.0,no response,rural
